courseId, courseName, courseDepartment, creditHours, description
SAME590,Independent Study,South Asian and Middle Eastern Studies,0 TO 4 hours.,Directed reading or research on selected topics for graduate students. 0 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms up to 8 hours. Prerequisite: Graduate standing and consent of instructor supervising the work.
SAME272,Language and Culture in Turkey,South Asian and Middle Eastern Studies,3 hours.,Same as ANTH 272  GLBL 272  and TURK 270. See TURK 270.
SAME514,Islamic Theology,South Asian and Middle Eastern Studies,4 hours.,Same as REL 514. See Rel 514.
SAME260,Mystics and Saints in Islam,South Asian and Middle Eastern Studies,3 hours.,Same as REL 260. See REL 260.
SAME214,Introduction to Islam,South Asian and Middle Eastern Studies,3 hours.,Same as REL 214. See REL 214.
SAME564,Global Religion and Politics,South Asian and Middle Eastern Studies,4 hours.,Same as REL 564 and SOC 564. See SOC 564.
SAME410,Gender and Hinduism,South Asian and Middle Eastern Studies,3 OR 4 hours.,Same as REL 401. See REL 401.
SBC502,Essentials of Business Management,Strategic Brand Communication,3 hours.,This course provides an understanding of theoretical and historical perspectives on business and capitalism. Covers basic principles of business strategy; understanding of financial accounting and budgeting; the importance of ethics; principles of leadership; and the importance of the global business environment. 3 graduate hours. No professional credit. Approved for Letter and S/U grading. Prerequisite: Restricted to MS: SBC Students.
SBC512,Professional SBC Capstone Project,Strategic Brand Communication,2 hours.,This course serves as a capstone  requiring the student to demonstrate a mastery of knowledge in the primary areas of Strategic Brand Communication. The project is designed to allow the student to demonstrate his/her mastery of strategic brand communication  focused on Creating and Executing a Research Plan; Repositioning Analysis and Strategy; Strategic Brand Communication Strategy &amp; Tactics; Media Strategy &amp; Tactics; Campaign Monitoring and Evaluation. 2 graduate hours. No professional credit. Prerequisite: SBC 511. Restricted to MS: SBC students.
SBC504,Managing Projects &amp; Teams,Strategic Brand Communication,3 hours.,Successful Strategic Brand Communication requires working on a series of projects. This course provides a socio-technical perspective to the management of projects. The technical dimensions deal with needs analysis  work breakdown  scheduling  resource allocation  risk management  and performance tracking and evaluation - within the allocated time frame and cost. The sociocultural dimensions include attributes of sound leadership  formation and management of teams  and managing customer expectations in order to formulate consistent  integrated campaigns across channels. 3 graduate hours. No professional credit. Approved for Letter and S/U grading. Prerequisite: Restricted to MS: SBC students.
SBC503,Consumer Insights I,Strategic Brand Communication,3 hours.,The course explores how cultural  sociological and psychological factors shape consumer behavior. It will provide an overview of the key concepts of the discipline of consumer behavior and enable students to put into practice the new found understanding of consumer behavior to shape branding strategies. 3 graduate hours. No professional credit. Approved for Letter and S/U grading. Prerequisite: Restricted to MS: SBC students.
SBC507,Promotional Strategy,Strategic Brand Communication,3 hours.,This course will familiarize students with the topic of marketing communications and promotion management  and will teach students the steps for strategically planning a strategic brand communications campaign. The culmination of this course will be a campaign for a real-world client. 3 graduate hours. No professional credit. Prerequisite: Restricted to MS: SBC students.
SBC500,Strategic Brand Communication Essentials,Strategic Brand Communication,2 hours.,This course provides an overview of marketing and brand management: consumer analysis; brand positioning  integration  metrics and value. 2 graduate hours. No professional credit. Prerequisite: Restricted to MS: SBC students.
SBC506,Measurement and Evaluation,Strategic Brand Communication,3 hours.,This course will focus on the method and analysis for consumer insights but also for measuring effectiveness of various promotional strategies and campaign effectiveness. This includes an overview of quantitative research methods with emphasis on analysis and interpretation of data  and application to evaluating effectiveness of promotional strategies. 3 graduate hours. No professional credit. Prerequisite: Restricted to MS: SBC students.
SBC510,Messaging Strategy,Strategic Brand Communication,3 hours.,Creating and executing successful messages across communication channels. Explores the development of persuasive messaging through theories of persuasion  consumer-information processing and theories of creativity. The course examines the relationship between creative strategy and creative executions while allowing students to practice creating content for traditional and non-traditional media. Strategic brand communication manages every message and contact point within an organization. Audiences include not only consumers  but employees  stockholders  the media  and others. 3 graduate hours. No professional credit. Students may not earn credit for SBC 510  Messaging Strategy  if credit was earned for SBC 508  Messaging Strategy  prior to Spring 2021. Prerequisite: SBC 507.
SBC511,Strategic Analytics &amp; Data Visual,Strategic Brand Communication,2 hours.,This course will prepare students to utilize data for targeting and building customer and brand relationships  with an emphasis on new and emerging media. The students will get exposure to principles of working with structured data using relational databases and data warehouses. They will understand how to work with unstructured data from the web. They will also get exposure to select data mining methods relevant to data commonly worked on by marketing and communication executives and apply these concepts with cases/exercises during each of these modules. 2 graduate hours. No professional credit. Approved for Letter and S/U grading. Prerequisite: Restricted to MS: SBC student.
